ProjectCode;BH_ID;Motherhole;HoleType;MaxDepth;DepthFrom;DepthTo;Date;Cr2O3_%;FeO_%;SiO2_%;MgO_%;Al2O3_%;CaO_%;P_%;Au_ICP_ppm;Pt_ICP_ppm;Pd_ICP_ppm;Rh_ICP_ppm;Ir_ICP_ppm;Ru_ICP_ppm;Stratigraphy;Filter
J1107;ZK85;ZK85;borehole;376.75;103.75;103.91;31. Jan 09;24.71;19.49;22.49;13.43;14.58;2.58;0.00;0.01;0.29;0.14;0.13;0.06;0.25;MG4;1
J1108;ZK85;ZK85;borehole;376.75;103.91;104.54;31. Jan 09;32.65;22.32;11.69;9.22;17.49;2.12;0.00;0.01;0.73;0.20;0.26;0.17;0.73;MG4;1
J1110;ZK85;ZK85;borehole;376.75;111.19;111.35;31. Jan 09;30.92;21.91;12.54;9.51;18.52;2.14;0.00;0.01;1.33;0.17;0.26;0.17;0.43;MG4;1
J1095;ZK86;ZK86;borehole;430.6;156.92;157.54;07. Okt 13;;;;;;;;0.01;0.68;0.18;0.23;0.16;0.67;MG4;1
J1095;ZK86;ZK86;borehole;430.6;157.54;158.27;23. Feb 09;33.62;23.41;9.72;9.76;17.02;1.20;0.00;0.01;2.23;0.43;0.39;0.14;0.48;MG4;1
J1095;ZK86;ZK86;borehole;430.6;154.03;154.25;23. Feb 09;31.97;23.48;13.03;9.61;14.54;1.58;0.00;0.01;0.46;0.18;0.15;0.06;0.32;MG4;1
J1095;ZK86;ZK86;borehole;430.6;158.27;158.94;23. Feb 09;34.76;25.03;8.20;8.17;16.89;1.85;0.00;0.01;2.21;0.39;0.42;0.14;0.53;MG4;1
J1095;ZK86;ZK86;borehole;430.6;165.29;165.38;23. Feb 09;32.35;22.68;11.22;9.02;18.49;2.13;0.00;0.01;1.70;0.14;0.17;0.13;0.27;MG4;1
J1095;ZK86;ZK86;borehole;430.6;165.83;165.93;23. Feb 09;30.91;21.96;13.35;9.26;19.14;2.70;0.00;0.01;0.93;0.14;0.24;0.14;0.31;MG4;1
J1095;ZK86;ZK86;borehole;430.6;161.97;162.09;23. Feb 09;26.77;20.20;19.38;10.03;16.38;3.49;0.00;0.01;1.19;0.15;0.18;0.12;0.27;MG4;1
J1927;EL028;EL028;borehole;174.82;22.33;22.58;19. Sep 13;29.71;22.58;13.60;9.50;19.10;2.72;0.00;0.01;1.15;0.19;0.15;0.15;0.40;MG4 ;1
J1916;EL028;EL028;borehole;174.82;22.33;22.58;19. Sep 13;30.35;22.39;13.40;9.60;19.00;2.68;0.00;0.01;1.25;0.21;0.17;0.15;0.40;MG4 ;1
J1922;EL032;EL032;borehole;267.2;135.43;137.03;19. Sep 13;42.05;23.25;4.30;10.30;17.60;0.67;0.00;0.01;1.13;0.35;0.32;0.15;0.76;MG4;1
J1933;EL22;EL22;borehole;300.69;72.58;73.14;19. Sep 13;35.78;20.66;10.30;9.60;18.10;2.25;0.00;0.01;0.61;0.15;0.20;0.09;0.50;MG4;1
J1928;MD019;MD019;borehole;229.2;66.29;67.14;19. Sep 13;32.23;24.12;13.20;8.80;15.10;2.11;0.00;0.01;0.65;0.19;0.24;0.10;0.46;MG4;1
J1929;MD019;MD019;borehole;229.2;67.21;67.47;19. Sep 13;30.51;22.52;14.90;8.70;16.80;2.76;0.00;0.01;0.32;0.10;0.11;0.06;0.31;MG4;1
J1480;MD12;MD12;borehole;60.16;48.8;49.05;13. Jan 10;34.64;25.00;13.88;9.94;14.46;1.81;0.03;0.01;0.64;0.16;0.17;0.07;0.38;MG4;1
J1481;MD12;MD12;borehole;60.16;49.16;49.78;13. Jan 10;31.68;22.40;18.15;10.48;14.96;2.30;0.03;0.02;0.35;0.81;0.11;0.06;0.34;MG4;1
J1477;MD14;MD14;borehole;56.42;47.53;48.48;17. Sep 13;33.54;24.39;11.31;10.68;15.53;1.35;0.00;0.01;0.48;0.20;0.12;0.06;0.28;MG4;1
J1528;MD17;MD17;borehole;645.33;311.3;311.74;17. Sep 13;37.23;25.14;11.50;12.15;13.20;0.38;0.00;0.01;0.33;0.14;0.15;0.07;0.37;MG4;1
J1527;MD17;MD17;borehole;645.33;310.87;311.25;17. Sep 13;37.45;25.13;11.08;12.19;12.86;0.35;0.00;0.01;0.95;0.26;0.31;0.11;0.49;MG4;1
J1483;ZK118;ZK118;borehole;34.06;21.55;22.54;17. Sep 13;31.10;23.72;16.19;9.23;13.89;2.98;0.00;0.01;0.48;0.10;0.13;0.07;0.36;MG4;1
J1479;ZK120;ZK120;borehole;31.33;13.71;15.83;17. Sep 13;29.84;23.14;14.83;9.61;14.74;2.06;0.00;0.01;0.30;0.08;0.08;0.05;0.25;MG4;1
J1477;ZK123;ZK123;borehole;25.48;9.71;10.2;17. Sep 13;33.50;24.48;12.17;7.72;13.98;3.41;0.00;0.01;0.80;0.21;0.26;0.10;0.47;MG4;1
J1482;ZK127;ZK127;borehole;22.48;9.5;10.54;17. Sep 13;31.55;23.72;12.16;8.73;13.39;4.45;0.00;0.01;0.55;0.14;0.13;0.07;0.37;MG4;1
J1485;ZK128;ZK128;borehole;48.53;8.17;9.28;17. Sep 13;33.88;24.70;8.94;8.69;13.61;4.76;0.00;0.01;0.54;0.13;0.21;0.07;0.38;MG4;1
J1486;ZK128;ZK128;borehole;48.53;7.35;7.51;17. Sep 13;31.22;24.70;7.27;7.38;11.73;9.35;0.00;0.01;0.63;0.11;0.23;0.06;0.32;MG4;1
J1490;ZK131;ZK131;borehole;52.01;12.62;13.17;17. Sep 13;34.50;25.05;11.08;8.66;14.46;2.94;0.00;0.01;0.62;0.20;0.26;0.08;0.45;MG4;1
J1921;EL027;EL027;borehole;182.14;16.35;17.1;19. Sep 13;33.29;23.74;12.20;8.60;15.50;2.74;0.00;0.01;0.70;0.20;0.18;0.09;0.45;MG4A;1
J1922;EL027;EL027;borehole;182.14;17.19;17.39;19. Sep 13;34.84;24.62;8.80;9.10;15.60;2.54;0.00;0.01;0.33;0.17;0.08;0.07;0.38;MG4A;1
J1928;EL028;EL028;borehole;174.82;15.22;15.77;19. Sep 13;27.99;21.61;19.80;10.60;14.40;2.61;0.00;0.01;0.21;0.07;0.04;0.01;0.05;MG4A;1
J1921;EL030;EL030;borehole;209.09;57.38;58.06;19. Sep 13;35.75;23.85;10.30;10.00;15.80;1.95;0.00;0.01;0.67;0.18;0.18;0.08;0.42;MG4A;1
J1922;EL030;EL030;borehole;209.09;58.15;58.34;19. Sep 13;40.26;27.64;3.00;9.30;16.30;0.48;0.00;0.01;0.28;0.14;0.06;0.06;0.39;MG4A;1
J1921;EL032;EL032;borehole;267.2;138.23;138.85;19. Sep 13;41.41;24.41;3.60;9.80;18.10;0.49;0.00;0.01;2.56;0.11;0.22;0.18;0.61;MG4A;1
J1927;EL033;EL033;borehole;163.74;19.8;20.47;19. Sep 13;31.69;23.45;13.40;9.60;15.60;2.47;0.00;0.01;0.66;0.22;0.16;0.08;0.39;MG4A;1
J1928;EL033;EL033;borehole;163.74;20.52;20.59;19. Sep 13;31.64;23.39;14.00;9.20;15.80;2.47;0.00;0.01;0.31;0.12;0.05;0.06;0.39;MG4A;1
J1929;EL033;EL033;borehole;163.74;20.65;20.89;19. Sep 13;31.75;23.18;14.00;9.40;15.60;2.48;0.00;0.01;0.29;0.17;0.06;0.06;0.29;MG4A;1
J1481;EL05;EL05;borehole;57.42;31.34;32.18;23. Okt 09;35.81;27.33;6.37;11.41;14.51;0.66;0.00;0.01;0.76;0.20;0.22;0.08;0.41;MG4A;1
J1477;EL12;EL12;borehole;19.84;9.79;10.81;23. Okt 09;33.46;26.25;11.37;9.70;14.98;1.72;0.00;0.01;0.62;0.11;0.18;0.09;0.35;MG4A;1
J1490;EL13;EL13;borehole;52.32;44.28;44.85;23. Okt 09;39.52;27.24;3.65;9.81;17.29;0.66;0.00;0.01;1.09;0.27;0.32;0.19;0.80;MG4A;1
J1491;EL13;EL13;borehole;52.32;44.91;45.11;23. Okt 09;34.77;25.47;7.30;9.59;16.65;1.51;0.00;0.01;2.03;0.32;0.40;0.16;0.64;MG4A;1
J1485;EL13;EL13;borehole;52.32;41.86;42.52;23. Okt 09;40.48;28.53;3.69;9.66;16.24;0.59;0.00;0.01;0.79;0.18;0.23;0.10;0.46;MG4A;1
J1486;EL13;EL13;borehole;52.32;42.58;42.75;23. Okt 09;40.39;27.79;4.47;10.03;15.48;0.34;0.00;0.01;0.34;0.21;0.12;0.08;0.41;MG4A;1
J1932;EL22;EL22;borehole;300.69;74.14;74.69;19. Sep 13;38.41;24.03;5.90;9.00;18.80;1.60;0.00;0.01;1.79;0.25;0.47;0.23;0.93;MG4A;1
J1926;MD019;MD019;borehole;229.2;69.16;69.3;19. Sep 13;32.32;24.13;11.30;10.30;15.70;1.93;0.00;0.01;0.51;0.22;0.19;0.13;0.50;MG4A;1
J1927;MD019;MD019;borehole;229.2;69.55;69.85;19. Sep 13;34.57;23.85;9.80;9.20;17.60;1.73;0.00;0.01;1.56;0.39;0.62;0.28;1.15;MG4A;1
J1922;MD022;MD022;borehole;247.22;76.24;76.44;19. Sep 13;38.73;26.80;4.60;9.60;16.40;0.69;0.00;0.01;0.39;0.13;0.14;0.07;0.38;MG4A;1
J1921;MD022;MD022;borehole;247.22;75.42;76.15;19. Sep 13;34.65;24.91;10.00;10.10;15.10;2.22;0.00;0.01;0.69;0.20;0.21;0.09;0.43;MG4A;1
J1481;MD03;MD03;borehole;25.3;15.3;16.16;23. Okt 09;31.23;25.69;12.39;8.96;15.28;2.53;0.00;0.01;0.59;0.19;0.18;0.08;0.45;MG4A;1
J1482;MD03;MD03;borehole;25.3;16.24;16.44;23. Okt 09;34.76;28.83;7.70;10.16;14.44;1.34;0.00;0.01;0.40;0.10;0.14;0.06;0.40;MG4A;1
J1479;MD12;MD12;borehole;60.16;51.25;51.95;13. Jan 10;34.89;23.88;11.48;10.83;15.95;1.62;0.03;0.01;1.04;0.20;0.33;0.20;0.87;MG4A;1
J1476;MD14;MD14;borehole;56.42;50;50.47;17. Sep 13;29.91;23.15;14.84;9.56;14.84;2.05;0.00;0.01;1.11;0.21;0.27;0.20;0.80;MG4A;1
J1484;MD15;MD15;borehole;45.88;8.86;9.79;17. Sep 13;34.31;25.02;12.01;7.64;14.89;2.62;0.00;0.01;0.61;0.10;0.14;0.08;0.49;MG4A;1
J1526;MD17;MD17;borehole;645.33;313.17;313.78;17. Sep 13;39.37;26.69;7.24;10.78;14.51;0.24;0.00;0.01;0.76;0.11;0.31;0.22;0.90;MG4A;1
J1497;MD18;MD18;borehole;524.83;355.25;355.63;17. Sep 13;21.70;19.70;27.24;15.82;11.91;2.26;0.00;0.01;0.25;0.10;0.18;0.06;0.22;MG4A;1
J1484;RD16;RD16;borehole;50.32;13.2;13.29;13. Jan 10;31.39;22.32;16.63;7.88;15.25;2.52;0.02;0.01;0.56;0.11;0.19;0.06;0.27;MG4A;1
J1481;S100C;S100C;borehole;143.03;20.11;21.56;17. Sep 13;27.68;22.33;19.99;9.74;17.02;3.45;0.00;0.01;0.44;0.17;0.18;0.07;0.37;MG4A;1
J1122;SC06;SC06;borehole;639.35;173.87;175.13;23. Dez 08;30.82;21.56;16.86;9.82;15.66;2.23;0.00;0.01;0.65;0.19;0.23;0.07;0.30;MG4A;1
J1122;SC07;SC07;borehole;593.73;144.88;145.24;03. Sep 13;;;;;;;;0.01;0.22;0.06;0.06;0.05;0.21;MG4A;1
J1114;SC07;SC07;borehole;593.73;143.47;145.24;01. Jul 08;27.05;20.55;18.80;8.96;17.15;3.82;0.00;0.01;0.41;0.12;0.11;0.07;0.28;MG4A;1
J1119;SC08;SC08;borehole;645.05;176.5;177.59;23. Dez 08;34.84;22.67;11.21;8.96;16.07;1.74;0.00;0.01;0.48;0.16;0.13;0.07;0.29;MG4A;1
J1124;SC09;SC09;borehole;648.7;177.03;177.83;03. Sep 13;;;;;;;;0.01;0.62;0.27;0.15;0.08;0.36;MG4A;1
J1116;SC09;SC09;borehole;648.7;177.86;178.03;23. Dez 08;35.11;23.12;12.89;9.19;16.32;1.89;0.00;0.01;0.37;0.15;0.10;0.05;0.19;MG4A;1
J1127;SC12;SC12;borehole;628.5;167.26;168.35;03. Sep 13;;;;;;;;0.01;0.53;0.17;0.12;0.05;0.22;MG4A;1
J1119;SC12;SC12;borehole;628.5;167.16;168.35;23. Dez 08;33.22;22.43;14.71;10.40;15.43;2.06;0.00;0.01;0.53;0.17;0.12;0.05;0.22;MG4A;1
J1119;SC13;SC13;borehole;666.04;184.1;184.91;23. Dez 08;34.64;22.69;10.84;9.96;16.69;1.49;0.00;0.01;0.51;0.14;0.14;0.07;0.37;MG4A;1
J1120;SC13;SC13;borehole;666.04;186.04;186.25;23. Dez 08;33.22;22.49;13.00;10.40;16.03;1.45;0.00;0.01;0.47;0.20;0.14;0.10;0.30;MG4A;1
J1121;SC13;SC13;borehole;666.04;181.25;181.35;23. Dez 08;37.83;24.96;8.57;9.80;14.73;1.28;0.00;0.01;0.66;0.11;0.18;0.07;0.30;MG4A;1
J1111;SC14;SC14;borehole;566.8;109.7;110.78;04. Aug 08;34.73;23.36;11.58;9.79;15.56;2.20;0.00;0.01;0.54;0.18;0.17;0.05;0.29;MG4A;1
J1116;SC15;SC15;borehole;560.65;84.31;85.55;23. Dez 08;29.56;21.65;17.86;10.22;15.79;2.86;0.00;0.01;0.46;0.16;0.15;0.06;0.36;MG4A;1
J1123;SC16;SC16;borehole;571.35;104.72;105.83;01. Jul 08;34.02;23.33;12.22;9.96;15.27;2.37;0.00;0.01;0.52;0.21;0.17;0.07;0.41;MG4A;1
J1118;SC18;SC18;borehole;566.18;86.84;88.03;23. Dez 08;32.72;22.51;13.88;9.62;15.80;2.02;0.00;0.02;0.46;0.16;0.14;0.04;0.30;MG4A;1
J1123;SC19;SC19;borehole;578.94;103.22;104.17;23. Dez 08;29.74;20.86;16.80;9.46;17.39;3.35;0.00;0.01;0.32;0.13;0.12;0.06;0.33;MG4A;1
J1122;SC19;SC19;borehole;578.94;102.75;103;23. Dez 08;34.24;23.23;11.63;9.07;16.17;2.09;0.00;0.01;0.76;0.27;0.23;0.09;0.42;MG4A;1
J1106;SC28;SC28;borehole;159.02;72.52;72.85;07. Okt 13;;;;;;;;0.01;0.29;0.13;0.12;0.06;0.28;MG4A;1
J1099;SC28;SC28;borehole;159.02;71.57;72.85;15. Jan 09;32.09;22.65;12.15;9.30;15.80;2.00;0.00;0.01;0.52;0.19;0.17;0.07;0.33;MG4A;1
J1120;SC28A;SC28A;borehole;575.34;73.22;74.36;23. Jan 09;34.32;23.34;11.67;9.45;15.86;1.78;0.00;0.01;0.48;0.18;0.15;0.07;0.34;MG4A;1
J1121;SC39;SC39;borehole;581.08;102.13;103.95;01. Jul 08;35.01;23.86;11.87;10.20;15.64;1.80;0.00;0.01;0.56;0.20;0.17;0.08;0.42;MG4A;1
J1122;SC39;SC39;borehole;581.08;104.04;104.31;01. Jul 08;35.12;24.09;11.27;9.99;16.47;1.91;0.00;0.01;0.39;0.14;0.12;0.05;0.30;MG4A;1
J1136;SC42;SC42;borehole;577.5;108.43;108.77;07. Feb 09;36.35;23.32;10.42;8.77;16.26;1.42;0.00;0.01;0.66;0.31;0.22;0.09;0.55;MG4A;1
J1135;SC42;SC42;borehole;577.5;108.81;109.14;07. Feb 09;36.68;24.25;10.54;9.13;16.39;1.98;0.00;0.01;0.66;0.31;0.22;0.09;0.55;MG4A;1
J1134;SC42;SC42;borehole;577.5;109.22;109.51;07. Feb 09;32.92;22.57;13.79;9.13;17.18;2.02;0.00;0.01;0.28;0.22;0.11;0.06;0.42;MG4A;1
J1141;SC43;SC43;borehole;652.65;188.77;190.17;07. Feb 09;28.12;21.13;17.53;10.77;16.27;1.83;0.00;0.01;0.43;0.19;0.13;0.06;0.38;MG4A;1
J1136;SC44;SC44;borehole;565.3;88.9;89.14;19. Sep 13;;;;;;;;0.01;0.38;0.20;0.09;0.06;0.33;MG4A;1
J1122;SC44;SC44;borehole;565.3;87.39;87.77;04. Aug 08;34.10;23.48;12.47;10.59;15.57;2.04;0.00;0.01;0.75;0.26;0.20;0.09;0.46;MG4A;1
J1123;SC44;SC44;borehole;565.3;88.4;88.77;04. Aug 08;33.34;22.45;12.78;10.04;15.80;2.13;0.00;0.01;0.39;0.15;0.12;0.07;0.41;MG4A;1
J1124;SC44;SC44;borehole;565.3;88.45;89.14;04. Aug 08;31.42;22.38;14.58;10.53;16.13;2.56;0.00;0.01;0.38;0.20;0.09;0.06;0.33;MG4A;1
J1125;SC45;SC45;borehole;652;164.85;166.05;07. Feb 09;33.08;22.75;12.75;9.68;16.84;2.12;0.00;0.01;0.51;0.21;0.16;0.07;0.50;MG4A;1
J1482;ZK118;ZK118;borehole;34.06;24.48;25.36;17. Sep 13;34.23;23.40;11.80;8.69;16.60;2.64;0.00;0.01;1.08;0.16;0.25;0.18;0.88;MG4A;1
J1480;ZK119;ZK119;borehole;34.04;19.1;19.89;17. Sep 13;34.73;24.94;12.59;8.57;14.71;2.62;0.00;0.01;0.54;0.12;0.13;0.07;0.34;MG4A;1
J1478;ZK120;ZK120;borehole;31.33;17.83;18.34;17. Sep 13;33.95;23.93;10.94;9.81;16.04;1.83;0.00;0.01;1.08;0.21;0.24;0.20;0.72;MG4A;1
J1482;ZK121;ZK121;borehole;30;20.66;21.24;17. Sep 13;34.97;23.16;12.98;10.84;15.12;1.86;0.00;0.01;0.31;0.05;0.08;0.05;0.31;MG4A;1
J1481;ZK121;ZK121;borehole;30;19.45;19.91;17. Sep 13;37.59;24.43;8.46;10.03;14.47;1.90;0.00;0.01;0.90;0.11;0.20;0.09;0.42;MG4A;1
J1483;ZK121;ZK121;borehole;30;22.32;22.52;17. Sep 13;36.88;22.86;9.94;9.97;17.32;1.97;0.00;0.01;0.71;0.11;0.19;0.14;0.65;MG4A;1
J1481;ZK124;ZK124;borehole;22.48;10.81;11.12;17. Sep 13;30.67;23.13;12.65;6.90;13.82;4.62;0.00;0.01;0.28;0.09;0.08;0.05;0.25;MG4A;1
J1481;ZK127;ZK127;borehole;22.48;12.2;12.83;17. Sep 13;35.86;25.57;8.23;8.10;16.68;2.15;0.00;0.01;0.63;0.12;0.16;0.15;0.72;MG4A;1
J1484;ZK128;ZK128;borehole;48.53;11.26;12.42;17. Sep 13;34.76;24.41;8.52;8.03;16.94;2.98;0.00;0.01;0.76;0.13;0.27;0.17;0.77;MG4A;1
J1488;ZK131;ZK131;borehole;52.01;15.49;16.06;17. Sep 13;33.08;23.96;10.84;8.54;17.70;2.35;0.00;0.01;0.72;0.13;0.30;0.19;0.79;MG4A;1
J1919;ZK139;ZK139;borehole;263;85.05;85.63;19. Sep 13;34.65;24.66;11.00;8.70;15.60;1.83;0.00;0.01;0.61;0.24;0.19;0.08;0.36;MG4A;1
J1920;ZK139;ZK139;borehole;263;85.69;85.85;19. Sep 13;31.85;21.62;14.50;8.90;16.80;2.78;0.00;0.01;0.28;0.12;0.09;0.06;0.33;MG4A;1
J1921;ZK139;ZK139;borehole;263;85.93;86.23;19. Sep 13;31.14;21.05;15.40;8.80;17.50;3.04;0.00;0.01;0.24;0.10;0.08;0.05;0.25;MG4A;1
J1923;ZK142;ZK142;borehole;247.8;79.37;80.46;19. Sep 13;32.49;22.94;13.10;10.20;16.10;3.18;0.00;0.01;0.57;0.24;0.16;0.07;0.32;MG4A;1
J1924;ZK144;ZK144;borehole;298.78;96.28;97.54;19. Sep 13;30.96;22.42;15.90;9.50;15.20;2.63;0.00;0.01;0.43;0.15;0.14;0.07;0.32;MG4A;1
J1930;ZK146;ZK146;borehole;286.32;82.35;82.68;19. Sep 13;36.77;24.08;10.30;9.00;15.20;2.01;0.00;0.01;0.84;0.23;0.26;0.11;0.46;MG4A;1
J1914;ZK146;ZK146;borehole;286.32;82.35;82.68;19. Sep 13;36.69;23.90;10.40;9.00;15.40;2.07;0.00;0.01;0.96;0.28;0.31;0.13;0.53;MG4A;1
J1931;ZK146;ZK146;borehole;286.32;82.85;83.23;19. Sep 13;37.39;23.87;10.10;10.00;14.90;1.90;0.00;0.01;0.44;0.18;0.15;0.08;0.41;MG4A;1
J1932;ZK146;ZK146;borehole;286.32;83.3;83.52;19. Sep 13;33.43;22.76;13.90;10.40;15.10;2.55;0.00;0.01;0.30;0.27;0.10;0.06;0.28;MG4A;1
J1921;ZK148;ZK148;borehole;189.14;118.56;119.24;19. Sep 13;39.32;21.74;8.00;11.00;16.00;1.07;0.00;0.01;0.85;0.24;0.27;0.11;0.43;MG4A;1
J1913;ZK148;ZK148;borehole;189.14;118.56;119.24;19. Sep 13;38.53;21.56;8.70;11.30;15.70;1.18;0.00;0.01;0.75;0.23;0.24;0.10;0.43;MG4A;1
J1929;ZK151;ZK151;borehole;277.72;78.2;79.31;19. Sep 13;32.72;22.76;15.10;10.10;14.30;2.23;0.00;0.01;0.56;0.17;0.18;0.08;0.39;MG4A;1
J1125;ZK25;ZK25;borehole;562.45;160.15;160.96;04. Okt 13;;;;;;;;0.01;0.59;0.27;0.19;0.07;0.44;MG4A;1
J1126;ZK25;ZK25;borehole;562.45;161.03;161.25;04. Okt 13;;;;;;;;0.01;0.30;0.10;0.11;0.06;0.37;MG4A;1
J1130;ZK39;ZK39;borehole;498.2;80.19;81.21;11. Aug 08;36.58;24.45;9.76;9.70;14.81;1.89;0.00;0.01;0.41;0.21;0.16;0.06;0.33;MG4A;1
J1121;ZK45;ZK45;borehole;467.7;35.13;35.79;23. Dez 08;36.99;24.35;7.98;9.91;16.34;1.45;0.00;0.01;0.51;0.21;0.17;0.08;0.40;MG4A;1
J1122;ZK45;ZK45;borehole;467.7;35.79;36.05;23. Dez 08;37.46;23.99;7.23;10.21;15.23;1.80;0.00;0.01;0.30;0.13;0.12;0.07;0.32;MG4A;1
J1130;ZK48;ZK48;borehole;511.4;91.01;91.33;04. Okt 13;;;;;;;;0.01;0.41;0.18;0.18;0.07;0.49;MG4A;1
J1131;ZK48;ZK48;borehole;511.4;91.4;91.61;04. Okt 13;0.01;0.40;0.15;0.17;0.07;0.45;;0.01;0.38;0.11;0.16;0.07;0.38;MG4A;1
J1120;ZK48;ZK48;borehole;511.4;88.89;89.25;15. Jan 09;41.50;22.89;5.05;10.57;16.13;0.17;0.00;0.01;0.86;0.29;0.31;0.10;0.52;MG4A;1
J1119;ZK48;ZK48;borehole;511.4;91.01;91.61;23. Dez 08;42.66;24.08;3.67;10.40;16.61;0.78;0.00;0.01;0.40;0.15;0.17;0.07;0.45;MG4A;1
J1137;ZK50;ZK50;borehole;615.8;159.95;160.23;04. Okt 13;;;;;;;;0.01;0.31;0.12;0.11;0.05;0.33;MG4A;1
J1125;ZK50;ZK50;borehole;615.8;159.02;159.79;23. Jan 09;33.01;24.05;13.25;9.80;16.38;2.03;0.00;0.01;0.54;0.19;0.18;0.06;0.38;MG4A;1
J1481;EL01;EL01;borehole;37.36;25.12;25.29;23. Okt 09;28.39;24.83;13.31;9.60;18.33;2.38;0.00;0.01;1.15;0.19;0.18;0.13;0.35;MG4Zero;1
J1923;EL027;EL027;borehole;182.14;23.8;24.09;19. Sep 13;28.05;22.45;15.90;8.70;18.20;2.88;0.00;0.01;1.19;0.13;0.15;0.14;0.39;MG4Zero;1
J1923;EL030;EL030;borehole;209.09;64.15;64.35;19. Sep 13;30.08;22.56;12.60;8.80;19.40;3.07;0.00;0.01;1.56;0.16;0.17;0.16;0.42;MG4Zero;1
J1930;EL033;EL033;borehole;163.74;27.05;27.32;19. Sep 13;28.42;22.32;13.20;8.70;19.30;3.19;0.01;0.01;1.10;0.19;0.14;0.13;0.33;MG4Zero;1
J1482;EL05;EL05;borehole;57.42;36.03;36.2;23. Okt 09;32.30;26.15;9.34;9.34;17.80;1.87;0.00;0.01;1.40;0.17;0.19;0.16;0.41;MG4Zero;1
J1478;EL12;EL12;borehole;19.84;17.54;17.74;23. Okt 09;26.83;23.97;14.17;9.05;18.91;3.20;0.00;0.01;1.39;0.14;0.17;0.16;0.34;MG4Zero;1
J1489;EL13;EL13;borehole;52.32;47.64;47.93;23. Okt 09;20.47;15.84;24.66;10.26;16.70;4.51;0.00;0.01;3.14;0.13;0.23;0.19;0.54;MG4Zero;1
J1488;EL13;EL13;borehole;52.32;46.53;46.6;23. Okt 09;23.31;18.78;19.48;10.86;14.98;4.16;0.00;0.01;1.98;0.54;0.18;0.11;0.40;MG4Zero;1
J1487;EL13;EL13;borehole;52.32;46.24;46.36;23. Okt 09;29.88;22.92;16.41;12.22;14.80;1.47;0.00;0.01;1.79;0.18;0.25;0.14;0.52;MG4Zero;1
J1934;EL22;EL22;borehole;300.69;77.36;77.48;19. Sep 13;36.72;21.81;7.80;9.80;19.20;1.65;0.00;0.01;1.74;0.06;0.23;0.20;0.53;MG4Zero;1
J1919;EL22;EL22;borehole;300.69;77.36;77.48;19. Sep 13;34.38;22.31;7.90;10.10;19.40;1.96;0.00;0.01;1.95;0.06;0.24;0.20;0.56;MG4Zero;1
J1932;MD019;MD019;borehole;229.2;73.9;74.16;19. Sep 13;33.28;26.60;10.20;7.40;15.60;2.68;0.00;0.01;1.87;0.14;0.27;0.21;0.53;MG4Zero;1
J1930;MD019;MD019;borehole;229.2;73.38;73.62;19. Sep 13;30.01;27.79;14.00;9.40;12.60;1.43;0.00;0.01;2.68;0.25;0.29;0.16;0.60;MG4Zero;1
J1931;MD019;MD019;borehole;229.2;73.67;73.71;19. Sep 13;35.05;25.23;7.30;8.50;18.40;1.90;0.00;0.01;2.48;0.48;0.80;0.46;1.98;MG4Zero;1
J1923;MD022;MD022;borehole;247.22;86.04;86.25;19. Sep 13;31.72;23.42;10.80;9.90;19.70;2.29;0.00;0.01;1.46;0.19;0.25;0.18;0.41;MG4Zero;1
J1924;MD022;MD022;borehole;247.22;78.9;79.14;19. Sep 13;27.76;21.13;18.10;11.40;16.70;2.89;0.00;0.01;2.25;0.14;0.26;0.15;0.52;MG4Zero;1
J1483;MD03;MD03;borehole;25.3;24.82;25.07;23. Okt 09;29.61;25.63;12.45;9.53;17.92;2.51;0.00;0.01;1.69;0.21;0.21;0.16;0.43;MG4Zero;1
J1482;MD12;MD12;borehole;60.16;57.82;58;13. Jan 10;33.66;25.04;9.10;9.39;17.90;1.88;0.03;0.01;1.51;0.16;0.19;0.15;0.39;MG4Zero;1
J1485;MD15;MD15;borehole;45.88;18.68;18.82;17. Sep 13;31.36;25.04;12.32;7.70;16.81;2.07;0.00;0.01;1.38;0.14;0.13;0.15;0.41;MG4Zero;1
J1529;MD17;MD17;borehole;645.33;316.34;316.57;17. Sep 13;32.72;35.68;6.88;7.68;13.33;0.41;0.00;0.05;1.83;0.99;0.27;0.21;0.50;MG4Zero;1
J1498;MD18;MD18;borehole;524.83;358.96;359.29;17. Sep 13;14.97;20.89;32.90;18.18;7.52;3.55;0.00;0.04;1.86;1.88;0.57;0.17;0.55;MG4Zero;1
J1485;RD16;RD16;borehole;50.32;19.13;19.36;13. Jan 10;27.74;20.46;20.89;10.66;15.63;1.94;0.04;0.01;1.16;0.06;0.08;0.08;0.19;MG4Zero;1
J1487;S100B;S100B;borehole;142.19;4.24;4.34;17. Sep 13;22.79;18.70;19.23;6.80;14.01;6.37;0.00;0.01;0.64;0.07;0.15;0.09;0.23;MG4Zero;1
J1482;S100C;S100C;borehole;143.03;31.47;31.68;17. Sep 13;31.84;23.94;12.24;9.50;18.17;2.50;0.00;0.01;1.67;0.21;0.29;0.20;0.49;MG4Zero;1
J1116;SC05;SC05;borehole;486.04;175.6;175.66;23. Feb 09;32.17;22.45;12.32;8.92;17.83;2.42;0.00;0.03;1.86;0.09;0.17;0.13;0.34;MG4Zero;1
